Sara Molina, Maine, Wrong, 16131, 5463
Claire Petty, New York, Right, 20664, 14642
Mia Oneal, New Hampshire, Wrong, 18402, 9848
Jordan Burch, Connecticut, Right, 20218, 5980
Madeline Villarreal, New York, Right, 20526, 13703
Madelyn Murray, New York, Wrong, 19154, 6548
Morgan Holmes, New York, Right, 18797, 8639
Kimberly Witt, New York, Right, 20296, 11225
Esther Tillman, Maine, Right, 21566, 9074
Giovanni James, New York, Right, 22588, 6859
Chloe Lawson, Massachusetts, Wrong, 18930, 7433
Rebecca Perez, New York, Wrong, 23487, 7179
Cameron Barnett, Massachusetts, Wrong, 15815, 5048
Charlotte Browning, New York, Right, 21675, 10663
Natalie Moran, New Jersey, Right, 24582, 5934
Natalia Olsen, New York, Wrong, 23136, 9481
Gabrielle Holland, New York, Wrong, 15030, 8455
Sarah Bass, New Jersey, Right, 22353, 14520
Aidan Thornton, Maine, Right, 21446, 12582
Dylan Craig, Vermont, Right, 16821, 10188
Tyler Bradford, New York, Wrong, 16323, 7450
Henry Ferguson, New York, Wrong, 19307, 5041
Alexandra Riggs, New York, Wrong, 17858, 14797
Lauren David, New York, Wrong, 18160, 6049
Jonathan Thornton, Vermont, Right, 24870, 14663
Jeremiah Swanson, New York, Right, 18007, 12747
Ariana Bowen, Vermont, Right, 20959, 14480
Sofia Stevenson, New Jersey, Right, 18680, 8405
Layla Knapp, Maine, Right, 18203, 8490
Christopher Tran, Vermont, Right, 19963, 8111
Aaliyah Parsons, Vermont, Wrong, 23333, 12204
Camila Armstrong, Connecticut, Wrong, 21505, 10526
Cole Chaney, New York, Wrong, 18571, 5533
Rachel Little, New York, Wrong, 15471, 9545
David Soto, New Hampshire, Right, 20547, 8710
Michelle Swanson, New York, Right, 23283, 9427
Gabriel Walker, New York, Right, 15872, 7193
Elizabeth Jimenez, New York, Wrong, 17519, 11381
Jordan Lane, Vermont, Wrong, 18689, 11097
Claire Fields, New York, Wrong, 24663, 14730
Brayden Meyers, New York, Wrong, 21674, 10204
Luis Lindsay, New York, Right, 21870, 14987
Esther Compton, New York, Wrong, 16596, 6694
Sophie Mcclure, Vermont, Right, 18346, 12158
Sean Villarreal, Connecticut, Wrong, 16731, 9477
Leah Washington, Vermont, Wrong, 16302, 14796
Christian Norris, Maine, Wrong, 17016, 10882
Lillian Walsh, New York, Wrong, 17165, 6475
Leah Clark, New York, Wrong, 15815, 10969
Eric Levy, New Jersey, Wrong, 19364, 13327
Jack Neal, New York, Wrong, 19284, 10929
Rachel Larson, Maine, Wrong, 17799, 14185
Nicole Douglas, New Jersey, Right, 18242, 5829
Chloe Vang, New York, Wrong, 17311, 9181
Arianna Lawrence, New York, Right, 17131, 11525
Eli Albert, New York, Wrong, 20446, 7521
Jayden Morton, New Hampshire, Right, 24292, 5674
Adam Kline, New York, Right, 22420, 12224
Elizabeth Dale, New Jersey, Right, 21122, 11852
Evelyn Craig, Rhode Island, Wrong, 18567, 7660
Joel Webster, New Jersey, Wrong, 23212, 12806
Alexis Wade, New Jersey, Wrong, 16109, 12124
Chloe Davidson, New York, Right, 24381, 6709
Molly Mooney, New Hampshire, Right, 21233, 13029
Chaya Lynch, New Hampshire, Wrong, 22032, 7872
Xavier Pitts, New York, Right, 23505, 9998
Naomi Fuller, New York, Wrong, 22435, 5906
Morgan Griffith, New Hampshire, Wrong, 18210, 12625
Jennifer Decker, Massachusetts, Right, 17610, 5655
Ian Holden, New York, Right, 21571, 7753
Taylor Ashley, New York, Right, 17135, 6525
David Russell, New York, Wrong, 22975, 7534
Layla Kerr, New Hampshire, Wrong, 16523, 8360
Lucy Levine, Vermont, Wrong, 15505, 7579
Hannah Roach, New York, Right, 20021, 14510
Arianna Chandler, Vermont, Right, 16371, 9998
Samuel Strickland, New York, Wrong, 19272, 8891
Eli Hampton, New Hampshire, Right, 21076, 11522
Alexandra Black, Vermont, Wrong, 23396, 7296
Steven Larson, New York, Wrong, 17664, 7161
Vincent Flores, New York, Wrong, 17252, 14553
Riley Mcmahon, New Hampshire, Wrong, 24022, 14589
Molly Ray, New York, Wrong, 18887, 9193
Christopher Roberts, New York, Wrong, 23262, 9926
Abraham Chavez, Rhode Island, Wrong, 24992, 13989
Antonio Mosley, Massachusetts, Wrong, 19796, 7467
Matthew Anderson, Connecticut, Wrong, 18083, 7555
Camila Stein, New York, Wrong, 17517, 11120
Hunter Buckley, Connecticut, Right, 20009, 8715
Sophia Gilbert, New York, Right, 21937, 9103
James Shepard, Massachusetts, Right, 23450, 9143
Jacob Hines, New York, Right, 15512, 5144
William Middleton, Maine, Wrong, 21755, 13450
Taylor Cortez, Massachusetts, Wrong, 17050, 6308
Chana Bray, Maine, Wrong, 23049, 5283
Adam Weaver, New Jersey, Right, 18956, 7209
Kevin Berger, New Hampshire, Right, 16968, 11312
Daniel Abbott, New York, Wrong, 20967, 6433
Charlotte Whitehead, New Jersey, Wrong, 16933, 9213
Hunter Owen, Massachusetts, Right, 20014, 9836
Carter Wolf, Maine, Wrong, 21074, 10764
Adam Contreras, Vermont, Right, 20245, 11411
David Arnold, New York, Right, 24696, 5933
Hunter Hanson, New York, Wrong, 23335, 14072
Nicole Combs, New York, Right, 19260, 5156
Lillian Rivers, Connecticut, Right, 20953, 13587
Julian Pugh, Connecticut, Wrong, 21997, 10705
Alyssa Kline, New York, Right, 20877, 12196
Jordan Sharpe, New Jersey, Wrong, 21068, 13824
Andrew West, New Hampshire, Wrong, 22930, 7902
Natalia Cameron, Massachusetts, Right, 24166, 14678
Bella Henson, New Hampshire, Right, 21503, 8182
Khloe Bruce, New York, Right, 19645, 9794
Ava Curtis, New York, Right, 21281, 12086
Layla Hyde, New York, Right, 22988, 14974
Michael Leon, New York, Wrong, 17873, 10262
Ryan Petersen, New Jersey, Right, 16916, 13556
Sara Mullen, Maine, Right, 19490, 12940
Giovanni Patton, Massachusetts, Right, 18276, 9762
Andrew Wise, New Jersey, Right, 18153, 8751
Aaron Hill, New York, Wrong, 23465, 9368
Chase Cooke, New York, Right, 16560, 10014
Aiden Meyer, New York, Wrong, 16401, 11271
Peyton Ashley, Maine, Wrong, 20777, 8193
Taylor Orr, Rhode Island, Wrong, 23568, 11347
David David, New Jersey, Wrong, 19136, 9019
Joshua Schmidt, New Jersey, Wrong, 18557, 10036
Patrick Howe, New York, Wrong, 20689, 12944
Miriam Marshall, New York, Wrong, 17064, 9386
Amelia Rocha, Maryland, Right, 16956, 14983
Emily Cohen, New York, Right, 15877, 9181
Lucy Horn, Vermont, Right, 19550, 14211
Jonathan Kirby, Massachusetts, Wrong, 16026, 7227
Aaron Lambert, Massachusetts, Right, 23663, 5362
Jason Kennedy, Maine, Wrong, 23944, 5831
Elijah Stephenson, New Jersey, Wrong, 21549, 8143
Joseph Reyes, New York, Right, 18368, 10866
Makayla Oconnor, New York, Wrong, 23060, 9931
Daniel Morrison, Massachusetts, Right, 21973, 10202
Sara Ruiz, New York, Wrong, 16413, 12143
Mackenzie Herman, New York, Wrong, 16045, 13612
Grace Ortiz, New Hampshire, Right, 22924, 9038
Gabrielle Norris, Vermont, Wrong, 19471, 5660
Avery Vaughan, Maine, Right, 17879, 6926
Molly Obrien, New York, Right, 24910, 10923
Ariana Cobb, New Hampshire, Right, 21795, 9899
Matthew Nguyen, Vermont, Right, 15586, 10210
Nathaniel Mccarty, New York, Right, 23925, 12146
Jasmine Hayes, Vermont, Wrong, 17745, 11970
Cole Colon, New York, Wrong, 15588, 10460
Ariana Mathews, Maine, Wrong, 22596, 13181
Steven Cruz, New York, Wrong, 23064, 6762
Abraham Woodard, New Jersey, Wrong, 18546, 11398
Charles Jacobson, New Jersey, Wrong, 24188, 6357
Lucy Wolf, Maine, Right, 23197, 13739
Noah Reese, Maine, Wrong, 18342, 5693
Amy Maxwell, New York, Right, 20610, 11069
Olivia Adkins, New York, Right, 24805, 13665
Christian Sanchez, Vermont, Right, 17852, 12125
Daniel Reyes, New Hampshire, Wrong, 22831, 9552
Benjamin Kramer, New Jersey, Wrong, 17530, 8891
Christopher Rose, Vermont, Right, 20784, 7957
Alexis Craig, New York, Wrong, 19821, 9756
Michael Olson, Maine, Wrong, 20554, 8613
Alexandra Parker, New York, Right, 19515, 12535
Sofia Vang, Massachusetts, Right, 17653, 7014
Ayden Allison, New York, Right, 24816, 5111
Arianna Mccarthy, New York, Wrong, 20468, 12711
Cole Mcclain, New Jersey, Right, 21951, 12328
Brooke Fields, Rhode Island, Right, 16840, 8099
Charles Burgess, New York, Wrong, 22958, 13867
Angelina Beck, Vermont, Wrong, 19215, 10087
Maya Clayton, New York, Wrong, 21581, 7048
Valentina Thornton, New York, Wrong, 21971, 12668
Jonathan Lee, New Jersey, Wrong, 17681, 5076
Ayden Garner, Maine, Wrong, 22358, 7093
Lillian Jarvis, New York, Wrong, 17867, 6692
Nathaniel Melendez, Maine, Right, 21713, 7935
Evelyn Ferguson, New York, Wrong, 22089, 10268
Alexis Booth, New York, Right, 23176, 9847
Emma Riddle, New Hampshire, Wrong, 19431, 5095
Isaiah Montoya, New York, Wrong, 23114, 8320
Gabrielle Sampson, New York, Wrong, 18435, 6755
Nathan Aguilar, New Hampshire, Wrong, 21929, 11485
Ava Odonnell, Connecticut, Right, 24043, 11131
Kimberly Beard, Maine, Wrong, 18119, 13101
Jeremy Meyers, New York, Wrong, 18120, 12190
Jacob Nielsen, New York, Right, 17683, 14870
Alexandra Terry, New York, Wrong, 21797, 11848
Chaya Schmidt, New York, Wrong, 22787, 5407
Angel Decker, Rhode Island, Right, 16296, 6013
Justin Cote, Vermont, Right, 17373, 12706
Abraham Wong, New York, Wrong, 18692, 8350
Eric Duke, Massachusetts, Wrong, 16368, 8278
Gavin Delacruz, New York, Right, 19460, 13959
Sydney Giles, New York, Right, 21200, 9205
Bryan Ayala, New Jersey, Wrong, 23701, 11186
Jordan Reilly, New Jersey, Right, 23164, 11554
William Yates, New Jersey, Right, 18191, 12708
Maya Miranda, New York, Right, 16966, 14083
Joseph Wilkins, New York, Wrong, 21532, 5641
Adrian West, New York, Wrong, 24042, 6982
Eric Cummings, New York, Right, 16462, 9885
Adam Merritt, New Jersey, Wrong, 20397, 11817
Adrianna Carter, New Jersey, Right, 20809, 13527
Tristan Farmer, New York, Right, 18902, 12520
Madeline Reyes, Massachusetts, Right, 17830, 6432
Joshua Hayes, Massachusetts, Right, 23895, 11658
Brooke Sharp, Connecticut, Right, 17473, 6439
Nathaniel Hoffman, Rhode Island, Right, 21982, 10835
Nathan Horn, Massachusetts, Wrong, 22902, 11211
Nicholas Mayo, Vermont, Right, 15911, 7170
Charles Bruce, Maine, Right, 19479, 13398
Sofia Osborn, Vermont, Right, 24767, 13497
Chloe Dillard, New Jersey, Right, 20569, 9677
Benjamin Murphy, Maine, Right, 20050, 6528
Justin Garza, New York, Wrong, 15536, 9669
Giovanni Garrison, New York, Wrong, 23945, 12376
Mackenzie Dennis, New York, Right, 17362, 7671
Cameron Miller, New York, Right, 16332, 13238
William Mckinney, New York, Wrong, 24095, 12672
Gabriel Harvey, New York, Wrong, 24575, 8942
Cole Lane, Connecticut, Wrong, 16951, 13003
Bryan Gardner, Vermont, Wrong, 23005, 6798
Elizabeth Potter, New York, Wrong, 18325, 7256
Jason Hayes, Vermont, Wrong, 23872, 5874
Jeremiah Brennan, Massachusetts, Wrong, 22185, 8310
Michael Buck, New York, Wrong, 23336, 14753
Melanie Guzman, Vermont, Wrong, 17780, 5792
Daniel Stein, New York, Wrong, 24085, 12269
Carter Huffman, New York, Wrong, 22895, 13170
Jennifer Patrick, New York, Wrong, 19254, 9702
Jordan Case, Vermont, Wrong, 22595, 14366
Nathan Gray, Rhode Island, Wrong, 19422, 12376
Ava Cline, Vermont, Right, 21231, 12392
Jennifer Kane, New Hampshire, Wrong, 15805, 7079
Jayden Bruce, New Hampshire, Right, 19094, 12608
Derek Wade, New Jersey, Wrong, 16678, 13318
Brooke Sheppard, New Jersey, Right, 15317, 12802
Natalia Hopkins, New York, Wrong, 23358, 8151
Melanie Booth, Vermont, Right, 23867, 10070
Justin Jackson, Vermont, Wrong, 19101, 12022
Benjamin Trevino, New York, Wrong, 15860, 14880
Stella Estes, New Jersey, Wrong, 23614, 13111
Thomas Lindsay, Maine, Right, 16630, 7191
Samuel Sellers, New York, Wrong, 20209, 10076
Sara Irwin, New York, Right, 19591, 11259
Cole Jacobson, New York, Right, 17720, 14573
Logan Lowe, New York, Wrong, 17591, 7617
Kaitlyn Walters, New York, Wrong, 22127, 14206
Naomi Salazar, New Jersey, Right, 18443, 8020
Christian Sanford, New Jersey, Right, 17000, 11366
Derek Shelton, New York, Right, 19553, 9561
Grace Hale, New York, Right, 15431, 10527
Carter Pate, Maine, Right, 18481, 5659
Alexa Foster, Maine, Wrong, 23853, 14877
Alexander Blackburn, New Jersey, Right, 18053, 13425
Sean Garrett, New Jersey, Right, 21220, 11264
Angel Sanders, Rhode Island, Right, 15254, 10503
Jasmine Rosario, New Jersey, Right, 23231, 10550
Naomi Mcknight, New Hampshire, Wrong, 24083, 14831
Isaiah Howard, New York, Wrong, 21187, 6608
Ayden Coffey, New York, Wrong, 17780, 5908
William Marquez, New York, Wrong, 15848, 8274
Robert Mcintyre, New York, Right, 17755, 5306
Lauren Morgan, Maine, Wrong, 15864, 7333
Michelle Heath, New York, Wrong, 22860, 6696
Sophia Sanders, Massachusetts, Wrong, 20844, 8996
Julianna Duffy, New Jersey, Wrong, 20091, 12246
Jordan Molina, New York, Right, 18680, 9055
Adrian Tanner, New Jersey, Wrong, 15051, 13269
Benjamin Mayer, Rhode Island, Right, 17012, 9357
Angelina Lawrence, New York, Right, 15299, 6277
Sarah Lewis, New York, Right, 16757, 9872
Austin Lester, Connecticut, Right, 17844, 8383
Josiah Payne, New York, Right, 19246, 8221
Matthew Matthews, New York, Right, 15104, 5560
Emily Maxwell, New York, Right, 23283, 10885
Peyton Campbell, New Jersey, Wrong, 21018, 9070
John Sullivan, Maine, Wrong, 19037, 11437
Nathaniel Woodard, New York, Right, 21990, 5486
Maya Mckay, Vermont, Right, 24034, 8886
Natalia Forbes, New York, Wrong, 23194, 10396
Taylor Rowe, New York, Wrong, 19838, 10772
Katherine Davis, New Hampshire, Right, 20039, 7401
Nathaniel Key, New York, Right, 23655, 9216
Natalie Conrad, New York, Right, 20602, 14066
Chloe Jones, New Jersey, Wrong, 22550, 14972
Liam Solis, New Jersey, Right, 22195, 6478
Isabella Kirby, Maine, Right, 22684, 6283
Peyton Diaz, New Hampshire, Wrong, 15763, 6109
Cole Bentley, Connecticut, Right, 22315, 11552
Evan Michael, New York, Wrong, 16384, 10139
Isaiah Sweeney, New York, Wrong, 16814, 13731
Camila Shaw, Maine, Right, 17592, 5573
Landon Mcdowell, New York, Wrong, 18216, 13510
Jade Burris, New York, Wrong, 20969, 6752
Moshe Burns, New Jersey, Wrong, 16100, 13524
Zoey Montgomery, New York, Right, 16464, 5759
Sophie Wheeler, New Hampshire, Right, 23561, 10079
Joel Grant, New Hampshire, Wrong, 21805, 6899
Derek Barry, Massachusetts, Wrong, 18448, 10043
Chaya Flores, Connecticut, Right, 24420, 8766
Esther Macdonald, New York, Right, 21924, 10561
Chaya Hyde, New Hampshire, Wrong, 15215, 6737
Brayden Solomon, Maine, Right, 16276, 9006
Samuel Reyes, New York, Wrong, 17957, 9597
Samantha Farrell, Maine, Right, 24401, 6459
Chloe Vaughan, Massachusetts, Wrong, 18491, 14292
Gabrielle Hurley, New York, Wrong, 18787, 9053
Cole Santos, Maine, Right, 20304, 5010
Mason Velazquez, New York, Right, 17723, 7117
Sebastian Delacruz, New York, Wrong, 15395, 11622
David Dorsey, New Jersey, Right, 18872, 9610
Ashley Thompson, New York, Wrong, 15366, 6404
Oliver Hooper, New Hampshire, Right, 19676, 13165
Chaya Stuart, New York, Right, 20624, 12891
Brandon Watts, New York, Right, 16772, 10109
Samantha Hood, New Hampshire, Wrong, 18950, 5544
Kimberly Gaines, Vermont, Wrong, 20678, 5977
Lillian Dominguez, New York, Right, 16372, 9442
Steven Booth, New York, Wrong, 20734, 8108
Andrew Roy, Rhode Island, Right, 20990, 8744
Noah Mcdonald, New York, Right, 17773, 13709
Maria Case, New York, Right, 23744, 5163
Alexis Case, Vermont, Right, 23231, 6695
Melanie Rodriquez, New Hampshire, Right, 15155, 5898
Xavier Suarez, New York, Right, 15061, 9717
Amelia Kaufman, Maine, Wrong, 24763, 9705
Chloe Henry, New York, Wrong, 24025, 9847
Genesis Crane, Vermont, Right, 20647, 12413
Patrick Maynard, New York, Right, 21309, 5092
Ian Solomon, Maine, Right, 21736, 5285
Valentina Cervantes, Maine, Wrong, 17819, 9310
Carter Shields, New Jersey, Right, 18408, 10864
Dylan Carney, New York, Right, 16244, 6345
Amelia Franks, New York, Right, 19551, 14265
Sean Mccarty, New York, Wrong, 24681, 5332
Anthony Hensley, New York, Right, 24359, 9682
Addison Marshall, New York, Right, 16929, 8146
Sean Hill, New York, Right, 19641, 8153
Evan Howe, New Jersey, Wrong, 17122, 6559
Mia Cooley, New Jersey, Right, 23233, 6158
Makayla David, New Jersey, Wrong, 15159, 13097
Nevaeh Mcpherson, New York, Right, 17268, 11239
Julia Soto, New York, Right, 21495, 13833
Brayden Smith, Connecticut, Right, 24094, 10730
Eric Donovan, Connecticut, Wrong, 23172, 9505
Ava Buckley, New Jersey, Wrong, 24877, 6266
Gianna Barlow, New York, Right, 15309, 6229
Connor Huff, New York, Wrong, 18587, 11556
Leah Head, New Hampshire, Wrong, 19477, 13566
Michelle Allison, New Hampshire, Right, 20872, 8779
Kimberly Shepherd, New York, Wrong, 21415, 13798
Zoe Booth, New Jersey, Right, 16838, 10764
Elijah Morrison, Maine, Right, 22603, 8800
Emma Haynes, New Jersey, Wrong, 18751, 14952
Kimberly Hughes, Massachusetts, Wrong, 18241, 7099
Arianna Mendoza, New York, Right, 18317, 10759
Angel Newman, New York, Wrong, 22638, 6527
Alyssa Klein, Maine, Wrong, 22262, 6204
Henry Bass, New York, Wrong, 16794, 14462
Steven Zimmerman, Massachusetts, Wrong, 18305, 6630
Jade Mcneil, Maryland, Right, 16157, 13667
Nathan England, New Jersey, Wrong, 19651, 12641
Tristan Wiley, New York, Wrong, 21223, 12983
Tyler Weiss, New Jersey, Wrong, 17199, 14762
Jessica Underwood, New York, Wrong, 15588, 12183
Eric Buchanan, New York, Right, 16145, 10423
Lily Summers, Vermont, Right, 19172, 11406
David Vasquez, Connecticut, Wrong, 16060, 11399
Jose Grimes, New York, Wrong, 24548, 9022
Chana Tanner, Connecticut, Wrong, 15394, 5188
Mackenzie Davidson, Massachusetts, Wrong, 22568, 8865
Colin Trevino, New York, Right, 23139, 12977
Luis Horne, New York, Wrong, 20169, 7098
Daniel Pierce, New York, Wrong, 23347, 7479
Ayden Yang, New York, Right, 18089, 5837
Anthony Hughes, New York, Right, 15740, 6182
Joshua Robles, New York, Right, 18344, 14090
Chase Shields, New York, Right, 15699, 10697
Benjamin Wilson, New York, Right, 23401, 8818
Leah Skinner, New Jersey, Right, 24545, 9118
Eli Welch, New York, Wrong, 24665, 11585
Xavier Blanchard, Maine, Right, 16363, 11238
Alexandra King, Maine, Wrong, 19966, 12339
Julianna Francis, New York, Wrong, 15111, 9038
Jeremy Jacobs, New York, Right, 15753, 5377
Rachel Kidd, New York, Right, 21943, 6625
Aaron Warner, New York, Right, 17351, 14501
Elijah Olsen, New York, Right, 22299, 14007
Gabriel Stein, Maine, Wrong, 23437, 10338
Maria Clay, New Hampshire, Wrong, 22610, 5959
Robert Bray, New York, Wrong, 15948, 13241
Derek Bowman, Rhode Island, Wrong, 16213, 14692
Eli Durham, New York, Right, 17006, 12953
James Russo, New York, Right, 22777, 6377
Benjamin Blanchard, New Hampshire, Right, 16700, 6386
Allison Lane, New York, Right, 18133, 9845
Morgan Hartman, Maine, Wrong, 16869, 5951
Antonio Gibson, Vermont, Wrong, 22194, 13405
Makayla Hurley, New York, Wrong, 19410, 8355
Gianna Rowe, New Hampshire, Wrong, 17100, 5380
Joel Farley, Connecticut, Right, 23942, 13407
Kaitlyn Dennis, New Jersey, Right, 18976, 9369
Sophia Mcdonald, New York, Right, 24638, 12188
Patrick Welch, Massachusetts, Wrong, 19810, 9872
Juliana Lamb, New York, Wrong, 19857, 13021
Mia Lowery, New Jersey, Wrong, 17356, 11621
Rachel Zimmerman, Vermont, Right, 21795, 13200
Samuel Booth, Maine, Wrong, 20626, 8935
Hailey Bell, New Jersey, Right, 18373, 14913
Bryan Cummings, Maine, Right, 18949, 12673
Ethan Sanchez, Massachusetts, Right, 22353, 9559
Lauren Goodman, Maine, Wrong, 23024, 6730
Julia Henderson, New Hampshire, Wrong, 20285, 10205
Olivia Dawson, New York, Right, 18006, 8412
Evelyn Hurst, New York, Right, 17311, 10404
Adrian Lamb, New York, Wrong, 22969, 11911
Kaitlyn Golden, Maine, Wrong, 17946, 13454
Isaiah Gallagher, Massachusetts, Wrong, 16470, 12056
Adriana Daniels, Massachusetts, Right, 19539, 6991
Kayla Hall, Massachusetts, Right, 22329, 6029
Alex Burns, Maine, Right, 18277, 14136
Victoria Maddox, New Jersey, Right, 21472, 12357
Miriam Reynolds, New York, Right, 19853, 11208
Abraham Carr, New York, Right, 20807, 5023
Olivia Mann, New York, Right, 23512, 5994
Michelle Fuller, Connecticut, Right, 15320, 6024
Ariana Mooney, Massachusetts, Wrong, 21161, 8893
Avery Duffy, New York, Wrong, 21174, 14696
Gabrielle Burke, New York, Right, 22310, 9807
Sebastian Ingram, Maine, Right, 19156, 13701
Sophie Rocha, Connecticut, Wrong, 15707, 14917
Avery Fitzgerald, Connecticut, Right, 16031, 7529
Brandon Grant, Maine, Right, 18389, 5238
Nicole Conrad, New Jersey, Right, 17281, 9340
Rachel Dudley, New York, Right, 23801, 14745
Jayden Decker, Vermont, Wrong, 23965, 6242
